id,검색어,생산자_영문,생산자_한글,큐베,분류,현지가_원화,게시연도,신뢰도,우선순위,식별확실,샴드뱅링크
318,Drémont Éphémère 2014 Blanc de Blancs Grand Cru,Drémont,드레몽,Éphémère 2014 Blanc de Blancs Grand Cru,RM,102800.0,2023,보통,2,True,http://charme-du-vin.com/2023/04/30036/
319,André Clouet Dream Vintage 08,André Clouet,앙드레 클루에,Dream Vintage 08,RM,104000.0,2023,보통,2,True,http://charme-du-vin.com/2023/05/30120/
320,André Clouet Dream Vintage 2005,André Clouet,앙드레 클루에,Dream Vintage 2005,RM,104000.0,2023,보통,2,True,http://charme-du-vin.com/2023/03/29564/
321,De Sousa Cuvée 3A,De Sousa,드 수자,Cuvée 3A,RM,104000.0,2023,보통,2,True,http://charme-du-vin.com/2023/05/30307/
322,Lamiable Millésime 2014,Lamiable,라미아블,エリアッド Millésime 2014,RM,104300.0,2024,보통,2,True,http://charme-du-vin.com/2024/11/36805/
323,Pascal Doquet Blanc de Blancs Grand Cru,Pascal Doquet,파스칼 도케,ディアパソン Blanc de Blancs Grand Cru,RM,105100.0,2023,보통,2,True,http://charme-du-vin.com/2023/01/29006/
324,Jacques Lassaigne Vignes de Blanc de Blancs,Jacques Lassaigne,자크 라세뉴,レ Vignes de モングー Blanc de Blancs,RM,105300.0,2024,보통,2,True,http://charme-du-vin.com/2024/10/36571/
325,Henri Billiot Cuvée,Henri Billiot,앙리 비요,Cuvée レティシア,RM,108600.0,2024,보통,2,True,http://charme-du-vin.com/2024/03/33584/
326,Drémont Éphémère 2015 Blanc de Blancs Extra Brut,Drémont,드레몽,Éphémère 2015 Blanc de Blancs Extra Brut,RM,110900.0,2023,보통,2,True,http://charme-du-vin.com/2023/10/32103/
327,Larmandier-Bernier Latitude Blanc de Blancs,Larmandier-Bernier,라르망디에 베르니에,Latitude Blanc de Blancs,RM,114500.0,2023,보통,2,True,http://charme-du-vin.com/2023/07/31078/
328,Robert Groffier 2022,Robert Groffier,로베르 그로피에,ブルゴーニュ ルージュ 2022,RM,116500.0,2024,보통,2,True,http://charme-du-vin.com/2024/06/34961/
329,Dhondt-Grellet 1er Cru Blanc de Blancs,Dhondt-Grellet,동 그렐레,レテールフィーヌ 1er Cru Blanc de Blancs,RM,116800.0,2023,보통,2,True,http://charme-du-vin.com/2023/07/30926/
330,Nowack La Fontinette,Nowack,노박,La Fontinette,RM,122000.0,2024,보통,2,True,http://charme-du-vin.com/2024/08/35853/
331,Nowack La Tuilerie,Nowack,노박,La Tuilerie,RM,122000.0,2024,보통,2,True,http://charme-du-vin.com/2024/08/35853/
332,Nowack Les,Nowack,노박,Les ボーシェ,RM,122000.0,2024,보통,2,True,http://charme-du-vin.com/2024/08/35850/
333,Pierre Paillard Grand GC 2008,Pierre Paillard,피에르 파이야르,ラ Grand リコルテ ブージーGC 2008,RM,128500.0,2023,보통,2,True,http://charme-du-vin.com/2023/01/28803/
334,Nowack,Nowack,노박,テール ブルー,RM,133100.0,2024,보통,2,True,http://charme-du-vin.com/2024/08/35850/
335,Pierre Gimonnet BB Non Dosé 2008,Pierre Gimonnet,피에르 지모네,エノフィールBB Non Dosé 2008,RM,134300.0,2023,보통,2,True,http://charme-du-vin.com/2023/04/29825/
336,Pascal Agrapart Minéral 2016 Extra Brut Blanc de Blancs,Pascal Agrapart,파스칼 아그라파르,Minéral 2016 Extra Brut Blanc de Blancs,RM,140200.0,2023,보통,2,True,http://charme-du-vin.com/2023/10/32000/
337,Pierre Péters Réserve Blanc de Blancs,Pierre Péters,피에르 페테르스,Réserve ウブリエ Blanc de Blancs,RM,144100.0,2024,보통,2,True,http://charme-du-vin.com/2024/05/34474/
338,De Sousa Cuvée Blanc de Blancs,De Sousa,드 수자,Cuvée ミコソーズ Blanc de Blancs,RM,149600.0,2024,보통,2,True,http://charme-du-vin.com/2024/04/34226/
339,Egly-Ouriet Brut Les Vignes de Vrigny,Egly-Ouriet,에글리 우리에,Brut Les Vignes de Vrigny,RM,149600.0,2024,보통,2,True,http://charme-du-vin.com/2024/09/35883/
340,Christophe Mignon ADN Meunier Rosé de,Christophe Mignon,크리스토프 미뇽,ADNドゥ Meunier Rosé de セニエ,RM,151900.0,2023,보통,2,True,http://charme-du-vin.com/2023/07/31071/
341,Dhondt-Grellet Cramant Grand Cru Blanc de Blancs Extra Brut,Dhondt-Grellet,동 그렐레,Cramant Grand Cru Blanc de Blancs Extra Brut,RM,151900.0,2023,보통,2,True,http://charme-du-vin.com/2023/07/30926/
342,Pascal Agrapart Minéral 2017 Extra Brut Blanc de Blancs,Pascal Agrapart,파스칼 아그라파르,Minéral 2017 Extra Brut Blanc de Blancs,RM,155200.0,2024,보통,2,True,http://charme-du-vin.com/2024/01/33101/
343,Christophe Mignon ADN Meunier Millésime 2015,Christophe Mignon,크리스토프 미뇽,ADNドゥ Meunier Millésime 2015,RM,163500.0,2023,보통,2,True,http://charme-du-vin.com/2023/07/31071/
344,Nowack Cru 2017,Nowack,노박,Cru ドリジン ウイィ 2017,RM,177400.0,2024,보통,2,True,http://charme-du-vin.com/2024/08/35842/
345,Egly-Ouriet Extra Brut Grand Cru,Egly-Ouriet,에글리 우리에,Extra Brut Grand Cru,RM,183000.0,2024,보통,2,True,http://charme-du-vin.com/2024/09/35888/
346,Larmandier-Bernier Rosé de,Larmandier-Bernier,라르망디에 베르니에,Rosé de セニエ,RM,186900.0,2023,보통,2,True,http://charme-du-vin.com/2023/07/31078/
347,Pascal Agrapart Avizoise 2016 Extra Brut Blanc de Blancs,Pascal Agrapart,파스칼 아그라파르,Avizoise 2016 Extra Brut Blanc de Blancs,RM,186900.0,2023,보통,2,True,http://charme-du-vin.com/2023/10/32000/
348,Pascal Agrapart Avizoise Extra Brut Blanc de Blancs 2017,Pascal Agrapart,파스칼 아그라파르,Avizoise Extra Brut Blanc de Blancs 2017,RM,199600.0,2024,보통,2,True,http://charme-du-vin.com/2024/01/33101/
349,Pascal Agrapart Vénus 2016 Brut Nature Blanc de Blancs,Pascal Agrapart,파스칼 아그라파르,Vénus 2016 Brut Nature Blanc de Blancs,RM,280400.0,2023,보통,2,True,http://charme-du-vin.com/2023/10/32000/
350,De Sousa Cuvée Blanc de Blancs 2010,De Sousa,드 수자,Cuvée コーダリー Blanc de Blancs 2010,RM,303700.0,2023,보통,2,True,http://charme-du-vin.com/2023/10/32056/
351,Pascal Agrapart Brut Nature BB17,Pascal Agrapart,파스칼 아그라파르,ヴェニス Brut Nature BB17,RM,310500.0,2024,보통,2,True,http://charme-du-vin.com/2024/01/33101/
352,André Clouet Grande Réserve,André Clouet,앙드레 클루에,Grande Réserve,RM,420600.0,2023,보통,2,True,http://charme-du-vin.com/2023/05/30120/
353,Roses de Jeanne 2019,Roses de Jeanne,로즈 드 잔,コートドヴァルヴィレーヌ 2019,RM,499000.0,2024,보통,2,True,http://charme-du-vin.com/2024/03/33701/
354,Roses de Jeanne VV/R20,Roses de Jeanne,로즈 드 잔,コートドヴァルヴィレーヌ VV/R20,RM,499000.0,2024,보통,2,True,http://charme-du-vin.com/2024/11/36670/
355,Roses de Jeanne 2013,Roses de Jeanne,로즈 드 잔,コートドヴェシャラン 2013,RM,654200.0,2024,보통,2,True,http://charme-du-vin.com/2024/10/36134/
356,Roses de Jeanne Blanc de Noirs 2017,Roses de Jeanne,로즈 드 잔,レズルシュレ Blanc de Noirs 2017,RM,712600.0,2023,보통,2,True,http://charme-du-vin.com/2023/10/32059/
357,André Clouet Grande Réserve 6L,André Clouet,앙드레 클루에,Grande Réserve 6L,RM,782700.0,2023,보통,2,True,http://charme-du-vin.com/2023/05/30120/
358,Robert Groffier 1er Cru Les 2022,Robert Groffier,로베르 그로피에,シャンボールミュージニー 1er Cru Les ザムルーズ サーブル 2022,RM,1940400.0,2024,보통,2,True,http://charme-du-vin.com/2024/06/34961/
359,Maurice Léger Brut,Maurice Léger,모리스 레제,Brut,?,35600.0,2022,낮음,3,False,http://charme-du-vin.com/2022/11/27937/
360,Cuvée Louis Robuchon Brut,Cuvée Louis Robuchon,루이 로부숑,ルイ ロブション オートレオー Brut,?,41200.0,2021,낮음,3,False,http://charme-du-vin.com/2021/06/23064/
361,Arnaud de Chaulin Réserve Brut,Arnaud de Chaulin,아르노 드 쇼랭,Réserve Brut,?,42900.0,2022,낮음,3,False,http://charme-du-vin.com/2022/09/27485/
362,Delong Brut Rosé,Delong,들롱,Brut Rosé,?,49100.0,2022,낮음,3,False,http://charme-du-vin.com/2022/12/28436/
363,Menuel Blanc de Blancs Grand Cru,Menuel,므뉘엘,ボネ Blanc de Blancs Grand Cru,?,55300.0,2022,낮음,3,False,http://charme-du-vin.com/2022/12/28424/
364,Selosse-Pajon Blanc de Blancs Grand Cru,Selosse-Pajon,세로스 파종,サクルブラン Blanc de Blancs Grand Cru,?,63700.0,2021,낮음,3,False,http://charme-du-vin.com/2021/11/24288/
365,Beaujoire Brut Cuvée Spéciale,Beaujoire,보주아,Brut Cuvée Spéciale,?,69600.0,2021,낮음,3,False,http://charme-du-vin.com/2021/11/24377/
366,Beaujoire Brut Special Cuvée,Beaujoire,보주아,Brut Special Cuvée,?,69600.0,2021,낮음,3,False,http://charme-du-vin.com/2021/06/22749/
367,Beaujoire Demi-Sec,Beaujoire,보주아,Demi-Sec,?,69600.0,2021,낮음,3,False,http://charme-du-vin.com/2021/11/24377/
368,Selosse-Pajon,Selosse-Pajon,세로스 파종,エレガンス フュドシェーヌ,?,92000.0,2021,낮음,3,False,http://charme-du-vin.com/2021/11/24288/
369,Maude Réserve Champagne,Maude,모드,Réserve Champagne,?,103000.0,2021,낮음,3,False,http://charme-du-vin.com/2021/05/22562/
370,Selosse-Pajon Millésime 2012,Selosse-Pajon,세로스 파종,Millésime 2012,?,120300.0,2022,낮음,3,False,http://charme-du-vin.com/2022/11/28103/
371,Selosse-Pajon Rosé Extra Brut,Selosse-Pajon,세로스 파종,Roséドセニエ Extra Brut,?,129000.0,2022,낮음,3,False,http://charme-du-vin.com/2022/09/27434/
372,Delamotte Brut,Delamotte,델라모뜨,Brut,GM,46600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/03/25543/
373,Billecart-Salmon Brut Réserve,Billecart-Salmon,빌카르 살몽,Brut Réserve,GM,55300.0,2022,낮음,3,True,http://charme-du-vin.com/2022/04/25817/
374,Billecart-Salmon Brut Nature,Billecart-Salmon,빌카르 살몽,Brut Nature,GM,66300.0,2022,낮음,3,True,http://charme-du-vin.com/2022/04/25817/
375,Delamotte Blanc de Blancs NV,Delamotte,델라모뜨,Blanc de Blancs NV,GM,66300.0,2022,낮음,3,True,http://charme-du-vin.com/2022/04/25752/
376,Bollinger Special Cuvée Brut,Bollinger,볼랭저,Special Cuvée Brut,GM,71200.0,2022,낮음,3,True,http://charme-du-vin.com/2022/07/26696/
377,Philipponnat Royale Réserve Non Dosé,Philipponnat,필리포나,Royale Réserve Non Dosé,GM,74900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28172/
378,Louis Roederer Rosé 2014,Louis Roederer,루이 로드레,Rosé 2014,GM,79800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24239/
379,Delamotte Blanc de Blancs 2012,Delamotte,델라모뜨,Blanc de Blancs 2012,GM,97800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/08/23443/
380,Delamotte Blanc de Blancs 2014,Delamotte,델라모뜨,Blanc de Blancs 2014,GM,109200.0,2022,낮음,3,True,http://charme-du-vin.com/2022/03/25543/
381,Philipponnat 2008,Philipponnat,필리포나,シュブリム リザーヴ セック 2008,GM,113000.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28172/
382,Philipponnat Grand Extra Brut 2008,Philipponnat,필리포나,Grand ブラン Extra Brut 2008,GM,113200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/03/22036/
383,Bollinger Rosé Brut,Bollinger,볼랭저,Rosé Brut,GM,117800.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27763/
384,Louis Roederer Brut 2009,Louis Roederer,루이 로드레,Brut ナチューレ 2009,GM,127400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/05/22602/
385,Y by Yoshiki × Pommery × Brut ※,Y by Yoshiki × Pommery,Y by Yoshiki,バイ ヨシキ × ポメリー Brut ※ [박스없음],GM,159600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/09/27319/
386,Deutz à 2012,Deutz,되츠,オマージュ à ウイリアムドゥーツ コート グラシエール 2012,GM,167300.0,2021,낮음,3,True,http://charme-du-vin.com/2021/03/22185/
387,Rare Champagne Champagne Vintage 2006,Rare Champagne,레어,Champagne レア Vintage 2006,GM,173700.0,2021,낮음,3,True,http://charme-du-vin.com/2021/11/24364/
388,Taittinger Comtes de Champagne 2007,Taittinger,테탱저,Comtes de Champagne 2007,GM,180200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/03/21985/
389,Deutz 2009,Deutz,되츠,ウィリアムドゥーツ 2009,GM,193000.0,2021,낮음,3,True,http://charme-du-vin.com/2021/02/21871/
390,Perrier-Jouët Belle Époque 2012,Perrier-Jouët,페리에 주에,Belle Époque 2012 [병흠집],GM,193000.0,2021,낮음,3,True,http://charme-du-vin.com/2021/06/22913/
391,Bollinger B13,Bollinger,볼랭저,B13 エシカルギフトボックス,GM,199400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/11/24277/
392,Veuve Clicquot La Grand 2012,Veuve Clicquot,뵈브 클리코,La Grand ダム 2012,GM,208700.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28222/
393,Rare Champagne Millésime 2008,Rare Champagne,레어,Millésime 2008,GM,221000.0,2022,낮음,3,True,http://charme-du-vin.com/2022/04/25623/
394,Krug Grand Cuvée ※並行品,Krug,크뤼그,Grand ド Cuvée ※並行品,GM,244500.0,2021,낮음,3,True,http://charme-du-vin.com/2021/07/23360/
395,Bollinger Grande Année Rosé 2014,Bollinger,볼랭저,Grande Année Rosé 2014,GM,245500.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27784/
396,Dom Pérignon 2012 箱無し,Dom Pérignon,돔 페리뇽,2012 箱無し,GM,245500.0,2022,낮음,3,True,http://charme-du-vin.com/2022/01/24984/
397,Charles Heidsieck 2006,Charles Heidsieck,샤를 하이직,ブランドミネレール 2006,GM,270100.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/27930/
398,Dom Pérignon 2008 箱あり,Dom Pérignon,돔 페리뇽,2008 箱あり,GM,270100.0,2022,낮음,3,True,http://charme-du-vin.com/2022/01/24984/
399,Henriot Cuvée 2006,Henriot,앙리오,Cuvée エメラ 2006,GM,270100.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28106/
400,Perrier-Jouët Belle Époque 2013,Perrier-Jouët,페리에 주에,Belle Époque 2013,GM,270100.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/27934/
401,Deutz de 2008,Deutz,되츠,アムール de ドゥーツ 2008,GM,270300.0,2021,낮음,3,True,http://charme-du-vin.com/2021/04/22513/
402,Dom Pérignon 2010 ※BOXなし,Dom Pérignon,돔 페리뇽,2010 レディーガガ ※BOXなし,GM,270300.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24026/
403,Pol Roger 2009,Pol Roger,폴 로저,サーウィンストンチャーチル 2009,GM,270300.0,2021,낮음,3,True,http://charme-du-vin.com/2021/09/23880/
404,Charles Heidsieck 2004,Charles Heidsieck,샤를 하이직,ブランドミレネール 2004,GM,276300.0,2022,낮음,3,True,http://charme-du-vin.com/2022/04/25870/
405,Pol Roger 2012,Pol Roger,폴 로저,サーウィストンチャーチル 2012,GM,283100.0,2021,낮음,3,True,http://charme-du-vin.com/2021/12/24787/
406,Billecart-Salmon Cuvée 二 2002,Billecart-Salmon,빌카르 살몽,Cuvée 二コラフランソワ 2002,GM,306900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/07/26701/
407,Pol Roger 2013,Pol Roger,폴 로저,サーウィンストンチャーチル 2013,GM,319200.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28499/
408,Billecart-Salmon Rosé 2008,Billecart-Salmon,빌카르 살몽,エリザベス サルモン Rosé 2008,GM,331500.0,2022,낮음,3,True,http://charme-du-vin.com/2022/07/26701/
409,Billecart-Salmon Cuvée Blanc de Blancs Brut 2008,Billecart-Salmon,빌카르 살몽,Cuvée ルイサルモン Blanc de Blancs Brut 2008,GM,343700.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28225/
410,Krug Vintage 2000,Krug,크뤼그,Vintage 2000,GM,373200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/07/23335/
411,Louis Roederer Cristal 2013,Louis Roederer,루이 로드레,Cristal 2013,GM,373200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/09/23775/
412,Krug Vintage 2002 ※,Krug,크뤼그,Vintage 2002 ※ [박스없음],GM,386100.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24081/
413,Dom Pérignon Rosé 2006 ※BOXなし,Dom Pérignon,돔 페리뇽,Rosé 2006 レディーガガ ※BOXなし,GM,476200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/10/24026/
414,Veuve Clicquot 1982,Veuve Clicquot,뵈브 클리코,カーヴプリヴェ 1982,GM,527700.0,2021,낮음,3,True,http://charme-du-vin.com/2021/11/24428/
415,Dom Pérignon P2 2003 箱無し,Dom Pérignon,돔 페리뇽,P2 2003 箱無し,GM,552400.0,2022,낮음,3,True,http://charme-du-vin.com/2022/01/24984/
416,Philipponnat Les Extra Brut 2009,Philipponnat,필리포나,Les サントレ Extra Brut 2009,GM,601500.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28172/
417,Philipponnat Les Extra Brut 2010,Philipponnat,필리포나,Les サントレ Extra Brut 2010,GM,662900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28172/
418,Billecart-Salmon Brut Réserve 6L,Billecart-Salmon,빌카르 살몽,Brut Réserve 6L,GM,883900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/06/26328/
419,Delamotte Brut 6L,Delamotte,델라모뜨,Brut 6L,GM,1031200.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27823/
420,Dom Pérignon Réserve 1999,Dom Pérignon,돔 페리뇽,Réserve ドラベイ 1999,GM,1104800.0,2022,낮음,3,True,http://charme-du-vin.com/2022/01/25171/
421,Salon 2012,Salon,살롱,2012,GM,1287000.0,2021,낮음,3,True,http://charme-du-vin.com/2021/12/24739/
422,Barfontarc Tradition Brut,Barfontarc,바르퐁타르크,Tradition Brut,NM,29500.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27636/
423,A.R. Lenoble Intense MAG16,A.R. Lenoble,A.R. 르노블,Intense MAG16,NM,34700.0,2021,낮음,3,True,http://charme-du-vin.com/2021/11/24314/
424,A.R. Lenoble Intense MAG17,A.R. Lenoble,A.R. 르노블,Intense MAG17,NM,34700.0,2021,낮음,3,True,http://charme-du-vin.com/2021/12/24619/
425,Barfontarc Blanc de Noirs Brut,Barfontarc,바르퐁타르크,Blanc de Noirs Brut,NM,35600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27636/
426,Léonce d'Albe Brut,Léonce d'Albe,레옹스 달브,スペシャルリザーヴ Brut,NM,35600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27681/
427,Barfontarc Blanc de Blancs Brut,Barfontarc,바르퐁타르크,Blanc de Blancs Brut,NM,36800.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27636/
428,A.R. Lenoble MAG17,A.R. Lenoble,A.R. 르노블,MAG17,NM,41800.0,2022,낮음,3,True,http://charme-du-vin.com/2022/06/26399/
429,Barfontarc Millésime 2014,Barfontarc,바르퐁타르크,Millésime 2014,NM,42900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27636/
430,A.R. Lenoble Brut Nature Mag15,A.R. Lenoble,A.R. 르노블,Brut Nature Mag15,NM,46600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/02/25199/
431,A.R. Lenoble MAG14 Brut Nature,A.R. Lenoble,A.R. 르노블,MAG14 Brut Nature,NM,48900.0,2021,낮음,3,True,http://charme-du-vin.com/2021/06/22756/
432,A.R. Lenoble Rosé Terroirs,A.R. Lenoble,A.R. 르노블,Rosé Terroirs シュイィ ビスイユ,NM,60100.0,2022,낮음,3,True,http://charme-du-vin.com/2022/09/27375/
433,Brice Brut,Brice,브리스,エルミタージュ Brut,NM,60100.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27706/
434,Beaumont des Crayères 2009,Beaumont des Crayères,보몽 데 크레예르,フルールドプレスティージュ 2009,NM,61400.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27629/
435,Telmont Réserve Brut,Telmont,텔몽,Réserve Brut,NM,68200.0,2021,낮음,3,True,http://charme-du-vin.com/2021/07/23182/
436,Gosset Grand Rosé,Gosset,고세,Grand Rosé,NM,69600.0,2021,낮음,3,True,http://charme-du-vin.com/2021/06/22746/
437,Brice Blanc de Noirs GC,Brice,브리스,Blanc de Noirs GCブージー,NM,72400.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27706/
438,Gosset Grand Millésime 2012,Gosset,고세,Grand Millésime 2012,NM,73300.0,2021,낮음,3,True,http://charme-du-vin.com/2021/11/24304/
439,Palmer & Co Rosé Réserve,Palmer & Co,팔머,Rosé ソレラ Réserve,NM,77400.0,2022,낮음,3,True,http://charme-du-vin.com/2022/04/25916/
440,Encry Brut,Encry,앙크리,Brut,NM,83500.0,2022,낮음,3,True,http://charme-du-vin.com/2022/05/26278/
441,Joseph Perrier Brut 2008,Joseph Perrier,조제프 페리에,Brut 2008,NM,83700.0,2021,낮음,3,True,http://charme-du-vin.com/2021/09/23793/
442,Telmont Réserve Rosé,Telmont,텔몽,Réserve Rosé,NM,84900.0,2021,낮음,3,True,http://charme-du-vin.com/2021/07/23182/
443,Valentin Leflaive Extra Brut Blanc de Blancs Grand Cru,Valentin Leflaive,발랑탱 르플레브,Extra Brut Blanc de Blancs Grand Cru,NM,88400.0,2022,낮음,3,True,http://charme-du-vin.com/2022/05/26051/
444,Palmer & Co Blanc de Blancs Réserve,Palmer & Co,팔머,Blanc de Blancs Réserve,NM,90900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/04/25916/
445,Palmer & Co Blanc de Noirs Réserve,Palmer & Co,팔머,Blanc de Noirs Réserve,NM,90900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/04/25916/
446,Jacquesson Cuvée 743,Jacquesson,자크송,Cuvée 743,NM,95700.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27688/
447,Telmont Réserve de La,Telmont,텔몽,Réserve de La テール オーガニック,NM,101700.0,2021,낮음,3,True,http://charme-du-vin.com/2021/09/23655/
448,Drappier Grand 2010,Drappier,드라피에,Grand サンドレ 2010,NM,104400.0,2022,낮음,3,True,http://charme-du-vin.com/2022/08/27160/
449,Henri Giraud Rosé,Henri Giraud,앙리 지로,Rosé ダム ジャンヌ,NM,115800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/04/22470/
450,Ayala NO.7 Brut 2007,Ayala,아얄라,NO.7 Brut 2007,NM,135000.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27677/
451,Gosset de à Brut,Gosset,고세,ドゥゾン de à ミニマ Brut,NM,135000.0,2022,낮음,3,True,http://charme-du-vin.com/2022/04/25698/
452,Telmont 2013,Telmont,텔몽,サンスフル 2013,NM,135000.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27626/
453,Ayala Cuvée 2006,Ayala,아얄라,Cuvée パルル ダヤラ 2006,NM,141600.0,2021,낮음,3,True,http://charme-du-vin.com/2021/02/21824/
454,Gosset 2007,Gosset,고세,セレブリス 2007,NM,184100.0,2022,낮음,3,True,http://charme-du-vin.com/2022/06/26586/
455,Telmont Blanc de Noirs 2014,Telmont,텔몽,Blanc de Noirs 2014,NM,196400.0,2022,낮음,3,True,http://charme-du-vin.com/2022/10/27626/
456,Joseph Perrier Cuvée 2008,Joseph Perrier,조제프 페리에,Cuvée ジョセフィーヌ 2008,NM,214800.0,2022,낮음,3,True,http://charme-du-vin.com/2022/04/25662/
457,Henri Giraud MV14,Henri Giraud,앙리 지로,フットデシェーン MV14,NM,231700.0,2021,낮음,3,True,http://charme-du-vin.com/2021/04/22366/
458,Henri Giraud Aÿ Grand Cru Brut Rosé MV,Henri Giraud,앙리 지로,Aÿ Grand Cru Brut フュドシェーヌ Rosé MV,NM,296000.0,2021,낮음,3,True,http://charme-du-vin.com/2021/12/24855/
459,Telmont Blanc de Blancs 2005,Telmont,텔몽,Blanc de Blancs ヴィノテーク 2005,NM,296000.0,2021,낮음,3,True,http://charme-du-vin.com/2021/07/23182/
460,Henri Giraud Aÿ Grand Cru Brut MV16,Henri Giraud,앙리 지로,Aÿ Grand Cru Brut MV16,NM,302400.0,2021,낮음,3,True,http://charme-du-vin.com/2021/12/24855/
461,Jacquesson Avize 2008,Jacquesson,자크송,Avize シャンカイン 2008,NM,321800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/02/21873/
462,De Venoge 1995,De Venoge,드 브노주,ヴノージュ ルイキャーンズ 1995,NM,349900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28209/
463,Henri Giraud MV16,Henri Giraud,앙리 지로,フットデシェーン MV16,NM,356000.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28228/
464,Armand de Brignac,Armand de Brignac,아르망 드 브리냑,ドミセック,NM,514800.0,2021,낮음,3,True,http://charme-du-vin.com/2021/07/23357/
465,Armand de Brignac Brut,Armand de Brignac,아르망 드 브리냑,Brut ゴールド,NM,515600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/11/28175/
466,Telmont 1990,Telmont,텔몽,ヴィノテーク 1990,NM,527900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/09/27369/
467,Telmont 1985,Telmont,텔몽,ヴィノテーク 1985,NM,613800.0,2022,낮음,3,True,http://charme-du-vin.com/2022/09/27369/
468,Chapuy Tradition Brut,Chapuy,샤퓌,Tradition Brut,RM,33100.0,2022,낮음,3,True,http://charme-du-vin.com/2022/04/25860/
469,Henri Goutorbe Cuvée Tradition,Henri Goutorbe,앙리 구토르브,Cuvée Tradition,RM,38600.0,2021,낮음,3,True,http://charme-du-vin.com/2021/05/22707/
470,Jamart Brut Rosé,Jamart,자마르,Brut Rosé,RM,44100.0,2022,낮음,3,True,http://charme-du-vin.com/2022/09/27372/
471,Huguenot-Tassin Signature Extra Brut,Huguenot-Tassin,위그노 타생,Signature Extra Brut,RM,46300.0,2021,낮음,3,True,http://charme-du-vin.com/2021/09/23658/
472,Nominé-Renard Brut,Nominé-Renard,노미네 르나르,ルナール Brut,RM,46600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/12/28472/
473,Émile Leclère Blanc de Blancs Brut,Émile Leclère,에밀 르클레르,Blanc de Blancs Brut,RM,47900.0,2022,낮음,3,True,http://charme-du-vin.com/2022/09/27431/
474,Huguenot-Tassin Signature Millésime 2015,Huguenot-Tassin,위그노 타생,Signature Millésime 2015,RM,48900.0,2021,낮음,3,True,http://charme-du-vin.com/2021/09/23658/
475,Barnaut Grand Cru Blanc de Noirs,Barnaut,바르노,Grand Cru Blanc de Noirs,RM,49100.0,2022,낮음,3,True,http://charme-du-vin.com/2022/06/26393/
476,Barnaut Grand Cru Authentique Rosé,Barnaut,바르노,Grand Cru Authentique Rosé,RM,51600.0,2022,낮음,3,True,http://charme-du-vin.com/2022/02/25291/
