카테고리,id,등급,상품명_한글,원어명,생산자_원어,분류,용량,현지가_원화,기준가_원화,할인율,판정근거,매칭된_와인명,일치율,국내가_최저,국내가_중앙,국내가_최신등록일,해외_원통화,해외_원가격,게시연도,신뢰도,상태,미변환여부,샴드뱅링크
이탈리아,15,B,트룰리 ミレア 프리미티보 디 만두리아,Trulli ミレア Primitivo di Manduria,Trulli,DOCG,750ml,35640,29785,-0.1966,해외가,Masseria Borgo dei Trulli Primitivo di Manduria 2023,1.0,,,,USD,19.99,2026,높음,,True,https://charme-du-vin.com/2026/05/43542/
미국,88,B,덕혼 카베르네 소비뇽,Duckhorn Cabernet Sauvignon,Duckhorn,,750ml,75240,62565,-0.2026,해외가,Duckhorn Napa Valley Cabernet Sauvignon 2022,1.0,,,,USD,41.99,2025,높음,,False,https://charme-du-vin.com/2025/08/40483/
미국,30,B,초크 힐 샤르도네 소노마 코스트,Chalk Hill Chardonnay Sonoma Coast,Chalk,,750ml,36630,29800,-0.2292,해외가,Chalk Hill Sonoma Coast Chardonnay 2024,1.0,,,,USD,20.0,2026,높음,,False,https://charme-du-vin.com/2026/04/43294/
미국,73,B,콩스가드 샤르도네,Kongsgaard Chardonnay,Kongsgaard,,750ml,257400,208525,-0.2344,해외가,Kongsgaard Chardonnay 2023,1.0,,,,USD,139.95,2025,높음,,False,https://charme-du-vin.com/2025/10/41160/
미국,66,B,찰스 스미스 リアルワイン 샤르도네,Charles Smith リアルワイン Chardonnay,Charles,,750ml,25740,20830,-0.2357,해외가,Charles Smith Real Wine Chardonnay 2022,1.0,119000,119000,2023-12-01,USD,13.98,2025,높음,,True,https://charme-du-vin.com/2025/11/41376/
미국,84,B,실버 오크 カベルネアレキサンダーヴァレー,Silver Oak カベルネアレキサンダーヴァレー,Silver,,750ml,138600,108755,-0.2744,해외가,Silver Oak Alexander Valley Cabernet Sauvignon 2020,1.0,,,,USD,72.99,2025,높음,,True,https://charme-du-vin.com/2025/09/40780/
스페인·포르투갈,61,B,토레스 비냐 에스메랄다 フロールドランジュ,Torres Viña Esmeralda フロールドランジュ,Torres,,750ml,19859,15466,-0.284,해외가,Familia Torres Viña Esmeralda 2023,1.0,,,,USD,10.38,2023,보통,빈티지대체,True,https://charme-du-vin.com/2023/08/31362/
미국,21,B,키슬러 샤르도네 ヴァンヒルヴィニヤード,Kistler Chardonnay ヴァンヒルヴィニヤード,Kistler,,750ml,227700,177310,-0.2842,해외가,Kistler Chardonnay 2022,1.0,,,,USD,119.0,2026,높음,,True,https://charme-du-vin.com/2026/05/43509/
미국,113,B,셰이퍼 カベルネワンポイントファイヴ,Shafer カベルネワンポイントファイヴ,Shafer,,750ml,173250,134026,-0.2927,해외가,Shafer Relentless 2022,1.0,,,,USD,89.95,2025,높음,,True,https://charme-du-vin.com/2025/06/39552/
미국,41,B,팔마이어 ジェイソン 샤르도네,Pahlmeyer ジェイソン Chardonnay,Pahlmeyer,,750ml,97020,73740,-0.3157,해외가,Pahlmeyer Jayson Chardonnay 2023,1.0,,,,USD,49.49,2026,높음,,True,https://charme-du-vin.com/2026/03/42868/
미국,45,B,브레드 앤 버터 샤르도네,Bread & Butter Chardonnay,Bread,,750ml,25740,19355,-0.3299,해외가,Bread & Butter Chardonnay 2024,1.0,,,,USD,12.99,2026,높음,,False,https://charme-du-vin.com/2026/03/42821/
스페인·포르투갈,82,B,후안 힐 18メセス,Juan Gil 18メセス,Juan,,750ml,43758,32765,-0.3355,해외가,Juan Gil Red Blend 2018,0.667,,,,USD,21.99,2021,낮음,,True,https://charme-du-vin.com/2021/12/24920/
미국,8,B,키슬러 샤르도네 ヴァンヒルヴィニヤード,Kistler Chardonnay ヴァンヒルヴィニヤード,Kistler,,750ml,227700,163900,-0.3893,해외가,Kistler Chardonnay 2023,1.0,,,,USD,110.0,2026,높음,,True,https://charme-du-vin.com/2026/06/44028/
미국,28,B,키슬러 샤르도네 マックレアヴィニヤード,Kistler Chardonnay マックレアヴィニヤード,Kistler,,750ml,227700,163900,-0.3893,해외가,Kistler Chardonnay 2023,1.0,,,,USD,110.0,2026,높음,,True,https://charme-du-vin.com/2026/04/43297/
스페인·포르투갈,22,B,후안 힐 메세스,Juan Gil meses,Juan,,750ml,46332,32765,-0.4141,해외가,Juan Gil Red Blend 2018,0.667,,,,USD,21.99,2024,보통,,False,https://charme-du-vin.com/2024/12/37484/
미국,37,B,허드슨 샤르도네 シーシェル,Hudson Chardonnay シーシェル,Hudson,,750ml,153450,107265,-0.4306,해외가,Hudson Chardonnay 2023,1.0,,,,USD,71.99,2026,높음,,True,https://charme-du-vin.com/2026/03/42880/
미국,39,B,허드슨 샤르도네 リトルビット,Hudson Chardonnay リトルビット,Hudson,,750ml,153450,107265,-0.4306,해외가,Hudson Chardonnay 2023,1.0,,,,USD,71.99,2026,높음,,True,https://charme-du-vin.com/2026/03/42875/
미국,40,B,허드슨 샤르도네 レディーバグ,Hudson Chardonnay レディーバグ,Hudson,,750ml,153450,107265,-0.4306,해외가,Hudson Chardonnay 2023,1.0,,,,USD,71.99,2026,높음,,True,https://charme-du-vin.com/2026/03/42875/
스페인·포르투갈,50,B,돌리베이라 마데이라 모스카텔 그라우두 1875,D'Oliveira Madeira Moscatel Graúdo 1875,D'Oliveira,,750ml,2779920,1936985,-0.4352,해외가,D'Oliveiras Reserva Moscatel Madeira,0.4,,,,USD,1299.99,2024,보통,,False,https://charme-du-vin.com/2024/01/32981/
미국,121,B,피터 마이클 레 パヴォ,Peter Michael Les パヴォ,Peter,,750ml,386100,268185,-0.4397,해외가,Peter Michael Les Pavots 2019,1.0,,,,USD,179.99,2025,높음,,True,https://charme-du-vin.com/2025/05/39233/
미국,31,B,초크 힐 에스테이트 샤르도네,Chalk Hill Estate Chardonnay,Chalk,,750ml,73260,49155,-0.4904,해외가,Chalk Hill Chalk Hill Estate Chardonnay 2023,1.0,,,,USD,32.99,2026,높음,,False,https://charme-du-vin.com/2026/04/43294/
미국,110,B,클로 뒤 발 イエッタリル,Clos du Val イエッタリル,Clos,,750ml,346500,216035,-0.6039,해외가,Clos du Val Yettalil 2019,1.0,,,,USD,144.99,2025,높음,,True,https://charme-du-vin.com/2025/06/39555/
미국,68,B,도멘 세레네 샤르도네 コートサッド,Domaine Serene Chardonnay コートサッド,Domaine,,750ml,168300,104285,-0.6138,해외가,Domaine Serene Evenstad Reserve Chardonnay 2022,1.0,,,,USD,69.99,2025,높음,,True,https://charme-du-vin.com/2025/11/41372/
미국,67,B,도멘 세레네 피노 누아 アスペクト,Domaine Serene Pinot Noir アスペクト,Domaine,,750ml,217800,134026,-0.6251,해외가,Domaine Serene Evenstad Reserve Pinot Noir 2022,1.0,,,,USD,89.95,2025,높음,,True,https://charme-du-vin.com/2025/11/41372/
미국,16,B,오베르 UVーSL 소노마 코스트 샤르도네,Aubert UVーSL Sonoma Coast Chardonnay,Aubert,,750ml,267300,163900,-0.6309,해외가,Aubert Sonoma Coast Chardonnay 2015,0.5,,,,USD,110.0,2026,높음,빈티지대체,True,https://charme-du-vin.com/2026/06/43765/
미국,114,B,오베르 パワーホース 소노마 코스트 샤르도네,Aubert パワーホース Sonoma Coast Chardonnay,Aubert,,750ml,287100,171350,-0.6755,해외가,Aubert Sonoma Coast Chardonnay 2023,1.0,,,,USD,115.0,2025,높음,,True,https://charme-du-vin.com/2025/05/39423/
미국,17,B,오베르 パウダーハウス 소노마 코스트 샤르도네,Aubert パウダーハウス Sonoma Coast Chardonnay,Aubert,,750ml,292050,163900,-0.7819,해외가,Aubert Sonoma Coast Chardonnay 2015,1.0,,,,USD,110.0,2026,높음,빈티지대체,True,https://charme-du-vin.com/2026/06/43765/
미국,26,B,오베르 카네로스 샤르도네 ラリーハイド&ソン,Aubert Carneros Chardonnay ラリーハイド&ソン,Aubert,,750ml,306900,171350,-0.7911,해외가,Aubert Carneros Chardonnay 2015,1.0,,,,USD,115.0,2026,높음,빈티지대체,True,https://charme-du-vin.com/2026/05/43486/
이탈리아,62,B,마세토,Masseto,Masseto,,750ml,1089000,558750,-0.949,해외가,Masseto Massetino 2021,1.0,,,,USD,375.0,2025,높음,,False,https://charme-du-vin.com/2025/06/39779/
이탈리아,1,D,판티니 칼라렌타 페코리노,Fantini Calalenta Pecorino,Fantini,,750ml,21780,,,없음,,,,,,,,2026,높음,,False,https://charme-du-vin.com/2026/07/44390/
이탈리아,3,D,프레스코발디 브루넬로 디 몬탈치노 카스텔조콘도,Frescobaldi Brunello di Montalcino CastelGiocondo,Frescobaldi,DOCG,750ml,77220,,,없음,,,,,,,,2026,높음,,False,https://charme-du-vin.com/2026/07/44313/
이탈리아,40,D,ジオバッファ 피노 그리조 비올로지코,ジオバッファ Pinot Grigio Biologico,ジオバッファ,,750ml,12870,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/12/41989/
이탈리아,41,D,ジオバッファ 토스카나 로소 비올로지코,ジオバッファ Toscana Rosso Biologico,ジオバッファ,IGT,750ml,12870,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/12/41989/
이탈리아,51,D,로베르토 보에르치오 네비올로 디 산 프란체스코,Roberto Voerzio Nebbiolo di San Francesco,Roberto,,750ml,46530,,,없음,,,,,,,,2025,높음,,False,https://charme-du-vin.com/2025/07/40371/
이탈리아,72,D,マコン 드 비안코,マコン de Bianco,マコン,,750ml,188100,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/04/39080/
이탈리아,74,D,테르체토 바르바레스코,Terzetto Barbaresco,Terzetto,DOCG,750ml,18810,,,없음,,,,,,,,2025,높음,,False,https://charme-du-vin.com/2025/03/38825/
이탈리아,75,D,자로네 샤르도네 베르텔리,Giarone Chardonnay Bertelli,Giarone,,750ml,148500,,,없음,,,,,,,,2025,높음,,False,https://charme-du-vin.com/2025/03/38595/
이탈리아,82,D,산 마르차노 콜레치오네 친콴타 블랙 +1,San Marzano Collezione Cinquanta Black +1,Marzano,,750ml,29700,,,없음,,,,,,,,2025,높음,,False,https://charme-du-vin.com/2025/01/37930/
이탈리아,88,D,제오그라피코 ボルゴアラテッラ 고베르노 알루조,Geografico ボルゴアラテッラ Governo all'Uso Toscano,Geografico,IGT,750ml,15840,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/01/37730/
이탈리아,89,D,제오그라피코 フェランテ レッジェーロ 아파시멘토,Geografico フェランテ レッジェーロ Appassimento,Geografico,,750ml,16830,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/01/37730/
스페인·포르투갈,6,D,サティス デイ 프리미엄 시라 가르나차,サティス デイ Premium Syrah Garnacha,サティス,,750ml,15840,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/04/43041/
스페인·포르투갈,7,D,サティス デイ 프리미엄 소비뇽 블랑,サティス デイ Premium Sauvignon Blanc,サティス,,750ml,12870,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/04/43041/
스페인·포르투갈,8,D,ヴァル 데 ガリル 고델료,ヴァル de ガリル Godello,ヴァル,,750ml,17820,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/03/42818/
스페인·포르투갈,13,D,카스티요 デメディナ 페르멘타도 エン 바리카,Castillo デメディナ Fermentado エン Barrica,デメディナ,,750ml,25740,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/07/40144/
스페인·포르투갈,14,D,PSI 리베라 델 두에로,PSI Ribera del Duero,PSI,,750ml,38610,,,없음,,,,,,,,2025,높음,,False,https://charme-du-vin.com/2025/06/39999/
스페인·포르투갈,17,D,아시엔다 엘 エスピノ 1707 시라 알만사,Hacienda El エスピノ 1707 Syrah Almansa,エスピノ,,750ml,12870,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/05/39438/
스페인·포르투갈,20,D,후안 힐 콰트로 메세스,Juan Gil cuatro meses,Juan,,750ml,17820,,,없음,,,,,,,,2025,높음,,False,https://charme-du-vin.com/2025/02/38319/
스페인·포르투갈,24,D,カルチェロ シエント80,カルチェロ シエント80,カルチェロ,,750ml,21622,,,없음,,,,,,,,2024,보통,,True,https://charme-du-vin.com/2024/11/36741/
스페인·포르투갈,26,D,ウカン センデロ 데 ウカン,ウカン センデロ de ウカン,ウカン,,750ml,46332,,,없음,,,,,,,,2024,보통,,True,https://charme-du-vin.com/2024/10/36209/
스페인·포르투갈,27,D,ペペルイ 리아스 바이샤스,ペペルイ Rías Baixas,ペペルイ,,750ml,77220,,,없음,,,,,,,,2024,보통,,True,https://charme-du-vin.com/2024/10/36209/
스페인·포르투갈,30,D,쿠네 모노폴레 블랑코 세코,CVNE Monopole Blanco Seco,CVNE,,750ml,30888,,,없음,,,,,,,,2024,보통,,False,https://charme-du-vin.com/2024/07/35473/
스페인·포르투갈,33,D,クランプ 그라우부르군더,クランプ Grauburgunder,クランプ,,750ml,27799,,,없음,,,,,,,,2024,보통,,True,https://charme-du-vin.com/2024/06/34883/
스페인·포르투갈,34,D,クランプ 바이스부르군더,クランプ Weissburgunder,クランプ,,750ml,26770,,,없음,,,,,,,,2024,보통,,True,https://charme-du-vin.com/2024/06/34883/
스페인·포르투갈,35,D,クランプ 옥세루아,クランプ Auxerrois,クランプ,,750ml,27799,,,없음,,,,,,,,2024,보통,,True,https://charme-du-vin.com/2024/06/34883/
스페인·포르투갈,36,D,갈레르나 카베르네 소비뇽,Galerna Cabernet Sauvignon,Galerna,,750ml,9781,,,없음,,,,,,,,2024,보통,,False,https://charme-du-vin.com/2024/06/34747/
스페인·포르투갈,40,D,후안 힐 콰트로 메세스,Juan Gil cuatro meses,Juan,,750ml,18533,,,없음,,,,,,,,2024,보통,,False,https://charme-du-vin.com/2024/03/33594/
스페인·포르투갈,43,D,알람브르 마데이라 모스카텔 세투발 20년,Alambre Madeira Moscatel Setúbal 20 Year Old,Alambre,,750ml,70013,,,없음,,,,,,,,2024,보통,,False,https://charme-du-vin.com/2024/01/32989/
스페인·포르투갈,44,D,レオナルド 포트 30년,レオナルド Port 30 Year Old,レオナルド,,750ml,82368,,,없음,,,,,,,,2024,보통,,True,https://charme-du-vin.com/2024/01/32987/
스페인·포르투갈,57,D,ショーンレバーブブルムレイン 라인가우 리슬링 트로켄,ショーンレバーブブルムレイン Rheingau Riesling Trocken,ショーンレバーブブルムレイン,,750ml,20592,,,없음,,,,,,,,2024,보통,,True,https://charme-du-vin.com/2024/01/32950/
스페인·포르투갈,58,D,ガントラム 도른펠더 트로켄,ガントラム Dornfelder Trocken,ガントラム,,750ml,14414,,,없음,,,,,,,,2024,보통,,True,https://charme-du-vin.com/2024/01/32948/
스페인·포르투갈,72,D,Ψ Psi 리베라 델 두에로,Ψ Psi Ribera del Duero,Ψ,,750ml,41738,,,없음,,,,,,,,2022,낮음,,False,https://charme-du-vin.com/2022/08/27031/
스페인·포르투갈,73,D,엘 ヴィンクロ 크리안사,El ヴィンクロ Crianza,ヴィンクロ,,750ml,20869,,,없음,,,,,,,,2022,낮음,,True,https://charme-du-vin.com/2022/06/26625/
스페인·포르투갈,76,D,ヴァルダヤ 리베라 델 두에로,ヴァルダヤ Ribera del Duero,ヴァルダヤ,,750ml,63835,,,없음,,,,,,,,2022,낮음,,True,https://charme-du-vin.com/2022/04/25786/
스페인·포르투갈,79,D,마스 델 セラル,Mas del セラル,セラル,,1500ml,196416,,,없음,,,,,,,,2022,낮음,"실제병가:316,800원",True,https://charme-du-vin.com/2022/03/25508/
스페인·포르투갈,80,D,ヴェレタ 데 ソラーノ 템프라니요,ヴェレタ de ソラーノ Tempranillo,ヴェレタ,,750ml,9821,,,없음,,,,,,,,2022,낮음,,True,https://charme-du-vin.com/2022/03/25499/
스페인·포르투갈,84,D,マー セルヴェラ 카베르네 소비뇽,マー セルヴェラ Cabernet Sauvignon,マー,,750ml,16731,,,없음,,,,,,,,2021,낮음,,True,https://charme-du-vin.com/2021/11/24338/
스페인·포르투갈,85,D,マー セルヴェラ 시라,マー セルヴェラ Syrah,マー,,750ml,16731,,,없음,,,,,,,,2021,낮음,,True,https://charme-du-vin.com/2021/11/24338/
스페인·포르투갈,89,D,베이라 피노 누아,Beira Pinot Noir,Beira,,750ml,38610,,,없음,,,,,,,,2021,낮음,,False,https://charme-du-vin.com/2021/09/23676/
미국,13,D,더 ヴァイス 더 저지먼트 카베르네 소비뇽,The ヴァイス The Judgement Cabernet Sauvignon,ヴァイス,,750ml,128700,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/06/43850/
미국,20,D,콩스가드 キングスファーム 나파 밸리 블랑,Kongsgaard キングスファーム Napa Valley Blanc,Kongsgaard,,750ml,118800,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/05/43521/
미국,22,D,키슬러 샤르도네 ストックランチ 소노마 코스트,Kistler Chardonnay ストックランチ Sonoma Coast,Kistler,,750ml,227700,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/05/43509/
미국,23,D,캘리포니아 プレス 샤르도네,California プレス Chardonnay,プレス,,750ml,14850,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/05/43506/
미국,24,D,캘리포니아 プレス 피노 누아,California プレス Pinot Noir,プレス,,750ml,14850,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/05/43506/
미국,25,D,캘리포니아 プレス 레드 블렌드,California プレス Red Blend,プレス,,750ml,14850,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/05/43506/
미국,33,D,ヴァソ 카베르네 소비뇽 나파,ヴァソ Cabernet Sauvignon Napa,ヴァソ,,750ml,128700,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/04/43109/
미국,34,D,シン クワ ノン ディステンタ V 시라,シン クワ ノン ディステンタ V Syrah,シン,,750ml,544500,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/04/43106/
미국,35,D,シン クワ ノン ディステンタ V 그르나슈,シン クワ ノン ディステンタ V Grenache,シン,,750ml,544500,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/04/43106/
미국,36,D,더 ヴァイス 피노 누아,The ヴァイス Pinot Noir,ヴァイス,,750ml,44550,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/03/42894/
미국,53,D,カモミ 소비뇽 블랑,カモミ Sauvignon Blanc,カモミ,,750ml,20790,,,없음,,,,,,,,2026,높음,,True,https://charme-du-vin.com/2026/02/42465/
미국,71,D,ロングバーン 카베르네 소비뇽,ロングバーン Cabernet Sauvignon,ロングバーン,,750ml,15840,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/10/41234/
미국,72,D,ロングバーン 샤르도네,ロングバーン Chardonnay,ロングバーン,,750ml,15840,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/10/41234/
미국,76,D,フォアマン 카베르네 소비뇽,フォアマン Cabernet Sauvignon,フォアマン,,750ml,108900,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/10/41060/
미국,77,D,フォアマン 카베르네 소비뇽,フォアマン Cabernet Sauvignon,フォアマン,,750ml,113850,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/10/41060/
미국,78,D,フォアマン 카베르네 소비뇽,フォアマン Cabernet Sauvignon,フォアマン,,750ml,128700,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/10/41060/
미국,82,D,ヘッドハイ 샤르도네 소노마,ヘッドハイ Chardonnay Sonoma,ヘッドハイ,,750ml,19800,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/09/40926/
미국,83,D,ヘッドハイ 피노 누아 소노마,ヘッドハイ Pinot Noir Sonoma,ヘッドハイ,,750ml,21780,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/09/40926/
미국,85,D,더 ヴァイス 카베르네 소비뇽 コヨーテルーザー,The ヴァイス Cabernet Sauvignon コヨーテルーザー,ヴァイス,,750ml,108900,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/09/40663/
미국,86,D,더 ヴァイス 샤르도네,The ヴァイス Chardonnay,ヴァイス,,750ml,49500,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/09/40663/
미국,90,D,ウィンドストーム 진판델 올드 바인,ウィンドストーム Zinfandel Old Vine,ウィンドストーム,,750ml,11880,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/07/40386/
미국,93,D,ダナ 에스테이츠 ヴァソ 카베르네 소비뇽 나파,ダナ Estates ヴァソ Cabernet Sauvignon Napa,ダナ,,750ml,128700,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/07/40254/
미국,104,D,애듈레이션 나파 밸리 카베르네 소비뇽,Adulation Napa Valley Cabernet Sauvignon,Adulation,,750ml,48510,,,없음,,,,,,,,2025,높음,,False,https://charme-du-vin.com/2025/06/39821/
미국,105,D,더 ヴァイス 카베르네 소비뇽 오크 놀 디스트릭트,The ヴァイス Cabernet Sauvignon Oak Knoll District,ヴァイス,,750ml,72270,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/06/39821/
미국,106,D,トゥエンティロウズ 리저브 카베르네 소비뇽 나파,トゥエンティロウズ Reserve Cabernet Sauvignon Napa,トゥエンティロウズ,,750ml,34650,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/06/39707/
미국,107,D,ムルソー シャルム 22,ムルソー シャルム 22,ムルソー,,750ml,495000,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/06/39665/
미국,108,D,フレヤ ヘルマン 퀴베 샤르도네 22 오리건,フレヤ ヘルマン Cuvée Chardonnay 22 Oregon,フレヤ,,750ml,386100,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/06/39662/
미국,109,D,リチャード ヘルマン 퀴베 샤르도네 22 오리건,リチャード ヘルマン Cuvée Chardonnay 22 Oregon,リチャード,,750ml,356400,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/06/39662/
미국,111,D,サブミッション 피노 누아,サブミッション Pinot Noir,サブミッション,,750ml,20790,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/06/39555/
미국,119,D,カーディナル 나파 카베르네 소비뇽,カーディナル Napa Cabernet Sauvignon,カーディナル,,750ml,287100,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/05/39382/
미국,120,D,イオス 카베르네 소비뇽,イオス Cabernet Sauvignon,イオス,,750ml,14355,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/05/39274/
미국,122,D,와이 바이 요시키 오크빌 카베르네 소비뇽,Y by Yoshiki Oakville Cabernet Sauvignon,Y,,750ml,326700,,,없음,,,,,,,,2025,높음,,False,https://charme-du-vin.com/2025/05/39233/
미국,123,D,エレメンタル 피노 누아,エレメンタル Pinot Noir,エレメンタル,,750ml,30690,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/04/39077/
미국,124,D,エレメンタル 샤르도네,エレメンタル Chardonnay,エレメンタル,,750ml,30690,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/04/39077/
미국,126,D,オークリッジ アンセントヴァン 진판델,オークリッジ アンセントヴァン Zinfandel,オークリッジ,,750ml,34650,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/04/38988/
미국,128,D,ナパグレン 카베르네 소비뇽,ナパグレン Cabernet Sauvignon,ナパグレン,,750ml,34650,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/03/38551/
미국,132,D,ダブルゼロワインズ VGW 샤르도네,ダブルゼロワインズ VGW Chardonnay,ダブルゼロワインズ,,750ml,138600,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/02/38049/
미국,133,D,ダブルゼロワインズ EGW 샤르도네,ダブルゼロワインズ EGW Chardonnay,ダブルゼロワインズ,,750ml,207900,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/02/38049/
미국,134,D,ダブルゼロワインズ セヴン スプリングス 샤르도네,ダブルゼロワインズ セヴン スプリングス Chardonnay,ダブルゼロワインズ,,750ml,227700,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/02/38049/
미국,136,D,アカイボ トリニテエステート,アカイボ トリニテエステート,アカイボ,,750ml,88110,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/01/37996/
미국,139,D,フォリジャー 피노 누아 소노마 코스트,フォリジャー Pinot Noir Sonoma Coast,フォリジャー,,750ml,37620,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/01/37843/
미국,142,D,더 ヴァイス 카베르네 소비뇽 오크 놀,The ヴァイス Cabernet Sauvignon Oak Knoll,ヴァイス,,750ml,75240,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/01/37837/
미국,143,D,레콜 NO41 ファーガソン,L'Ecole NO41 ファーガソン,L'Ecole,,750ml,97020,,,없음,,,,,,,,2025,높음,,True,https://charme-du-vin.com/2025/01/37826/
